41,97,35,45,17,53,58,57,33,41,45,58,97,17,57,35,53,33,A
35,39,95,47,51,67,40,15,47,35,47,40,39,51,15,95,67,47,B
42,58,98,50,54,26,49,66,18,42,50,46,58,54,66,98,26,18,A
73,13,49,77,41,49,93,41,46,73,77,93,13,41,41,49,49,46,C
40,60,10,10,10,60,40,40,40,40,10,40,60,10,40,10,60,40,C
21,93,45,13,69,53,29,53,61,21,13,29,93,69,53,45,53,61,C
50,98,70,44,38,70,82,18,70,50,44,82,98,38,18,70,70,70,A
50,30,74,36,82,18,42,98,62,50,36,42,30,82,98,74,18,62,C
47,51,28,44,11,43,43,91,11,47,44,43,51,11,91,28,43,11,A
79,51,55,59,31,99,59,67,19,79,59,59,51,31,67,55,99,19,A
50,10,10,10,20,20,10,20,20,10,20,20,20,10,10,20,10,10,A
37,93,53,45,13,85,53,73,36,37,45,53,93,13,73,53,85,36,A
10,20,20,20,10,10,20,10,10,50,10,10,10,20,20,10,20,20,A
11,59,51,91,27,51,51,43,53,11,91,51,59,27,43,51,51,53,C
35,39,95,63,40,56,91,39,15,35,63,91,39,40,39,95,56,15,A
