70,0,0,100,50,50,0,35,80,70,100,0,0,50,35,0,50,80,B
55,10,100,5,90,5,15,0,0,55,5,15,10,90,0,100,5,0,A
70,90,38,100,0,40,88,48,43,70,100,88,90,0,48,38,40,43,A
30,100,22,35,0,45,51,50,20,30,35,51,100,0,50,22,45,20,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
30,100,50,40,0,90,50,75,29,30,40,50,100,0,75,50,90,29,A
30,50,100,40,45,10,35,60,0,30,40,35,50,45,60,100,10,0,A
80,60,50,60,70,90,0,0,100,80,60,0,60,70,0,50,90,100,B
40,15,70,22,80,0,30,100,55,40,22,30,15,80,100,70,0,55,C
1,0,0,10,90,10,100,5,20,1,10,100,0,90,5,0,10,20,B
10,5,5,100,30,35,0,80,30,10,100,0,5,30,80,5,35,30,B
80,80,20,20,100,0,100,10,30,80,20,100,80,100,10,20,0,30,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
1,0,0,100,10,5,5,5,90,1,100,5,0,10,5,0,5,90,C
35,0,100,0,100,0,15,40,40,35,0,15,0,100,40,100,0,40,A
80,60,50,60,70,90,0,0,100,80,60,0,60,70,0,50,90,100,B
50,0,0,0,55,25,100,35,35,50,0,100,0,55,35,0,25,35,C
30,50,100,35,0,45,51,50,20,30,35,51,50,0,50,100,45,20,A
20,100,20,5,5,5,0,5,90,20,5,0,100,5,5,20,5,90,A
35,0,100,1,100,1,10,40,40,35,1,10,0,100,40,100,1,40,A
50,100,50,0,85,0,35,0,80,50,0,35,100,85,0,50,0,80,A
60,50,90,50,75,40,25,0,100,60,50,25,50,75,0,90,40,100,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
55,0,25,50,50,30,35,100,35,55,50,35,0,50,100,25,30,35,C
10,100,10,0,0,0,5,5,90,10,0,5,100,0,5,10,0,90,C
80,10,5,25,0,10,5,100,20,80,25,5,10,0,100,5,10,20,C
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
15,0,0,0,90,10,100,0,20,15,0,100,0,90,0,0,10,20,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
25,30,100,60,31,51,95,30,0,25,60,95,30,31,30,100,51,0,C
0,35,100,55,40,20,30,0,0,0,55,30,35,40,0,100,20,0,B
40,15,70,22,80,0,30,100,55,40,22,30,15,80,100,70,0,55,C
75,0,45,80,35,45,100,35,41,75,80,100,0,35,35,45,45,41,C
100,20,0,80,80,20,50,50,40,100,80,50,20,80,50,0,20,40,B
45,50,21,41,0,40,40,100,0,45,41,40,50,0,100,21,40,0,C
40,100,65,33,25,65,80,0,65,40,33,80,100,25,0,65,65,65,A
30,50,100,40,45,10,35,60,0,30,40,35,50,45,60,100,10,0,A
70,90,38,100,0,40,88,48,43,70,100,88,90,0,48,38,40,43,A
50,0,0,0,55,25,100,35,35,50,0,100,0,55,35,0,25,35,C
0,100,50,90,63,50,46,82,52,0,90,46,100,63,82,50,50,52,B
0,55,85,30,70,30,15,55,100,0,30,15,55,70,55,85,30,100,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
75,0,45,80,35,45,100,35,41,75,80,100,0,35,35,45,45,41,C
20,0,100,10,90,0,0,0,5,20,10,0,0,90,0,100,0,5,B
75,10,100,5,90,5,0,1,1,75,5,0,10,90,1,100,5,1,A
30,50,100,40,45,10,35,60,0,30,40,35,50,45,60,100,10,0,A
80,20,80,60,10,70,20,0,100,80,60,20,20,10,0,80,70,100,A
10,10,10,15,80,15,100,0,30,10,15,100,10,80,0,10,15,30,B
10,100,40,0,70,50,20,50,60,10,0,20,100,70,50,40,50,60,A
80,60,0,40,10,50,100,5,20,80,40,100,60,10,5,0,50,20,A
0,100,50,90,63,50,46,82,52,0,90,46,100,63,82,50,50,52,B
80,80,20,20,100,0,100,10,30,80,20,100,80,100,10,20,0,30,A
60,0,0,0,55,25,100,35,35,60,0,100,0,55,35,0,25,35,C
71,0,0,100,50,50,0,35,80,71,100,0,0,50,35,0,50,80,B
100,20,0,80,80,20,50,50,40,100,80,50,20,80,50,0,20,40,B
80,60,50,60,70,90,0,0,100,80,60,0,60,70,0,50,90,100,B
80,80,20,20,100,0,100,10,30,80,20,100,80,100,10,20,0,30,A
25,30,100,60,31,51,95,30,0,25,60,95,30,31,30,100,51,0,A
30,50,100,40,45,10,35,60,0,30,40,35,50,45,60,100,10,0,A
80,35,90,50,50,100,0,0,85,80,50,0,35,50,0,90,100,85,A
70,90,38,100,0,40,88,48,43,70,100,88,90,0,48,38,40,43,A
35,35,70,25,55,100,0,0,60,35,25,0,35,55,0,70,100,60,B
0,0,38,55,25,40,35,35,43,0,55,35,0,25,35,38,40,43,C
33,0,100,1,100,1,15,40,40,33,1,15,0,100,40,100,1,40,A
41,97,35,45,17,53,58,57,33,41,45,58,97,17,57,35,53,33,A
35,39,95,47,51,67,40,15,47,35,47,40,39,51,15,95,67,47,B
42,58,98,50,54,26,49,66,18,42,50,46,58,54,66,98,26,18,A
73,13,49,77,41,49,93,41,46,73,77,93,13,41,41,49,49,46,C
40,60,10,10,10,60,40,40,40,40,10,40,60,10,40,10,60,40,C
21,93,45,13,69,53,29,53,61,21,13,29,93,69,53,45,53,61,C
50,98,70,44,38,70,82,18,70,50,44,82,98,38,18,70,70,70,A
50,30,74,36,82,18,42,98,62,50,36,42,30,82,98,74,18,62,C
47,51,28,44,11,43,43,91,11,47,44,43,51,11,91,28,43,11,A
79,51,55,59,31,99,59,67,19,79,59,59,51,31,67,55,99,19,A
50,10,10,10,20,20,10,20,20,10,20,20,20,10,10,20,10,10,A
37,93,53,45,13,85,53,73,36,37,45,53,93,13,73,53,85,36,A
10,20,20,20,10,10,20,10,10,50,10,10,10,20,20,10,20,20,A
11,59,51,91,27,51,51,43,53,11,91,51,59,27,43,51,51,53,C
35,39,95,63,40,56,91,39,15,35,63,91,39,40,39,95,56,15,A
