41,16,55,69,8,35,40,33,84,91,70,27,46,6,0,34,92,78,9,47,48,66,8,59,79,46,90,92,13,70,38,67,7,75,83,2,50,9,69,18,16,43,77,2,81,99,18,15,37,44,24,94,2,34,89,54,27,99,19,15,33,44,26,34,88,89,26,65,7,64,85,2,30,37,22,15,99,99,28,18,32,85,43,50,65,46,77,50,71,70,67,28,14,29,62,91,65,29,42,88,10,2,20,67,7,39,51,76,69,38,86,65,73,9,19,48,55,20,80,45,95,1,41,83,9,63,66,53,84,63,79,57,92,30,97,85,23,59,33,67,38,94,65,92,26,70,13,4,17,21,58,51,69,22,60,90,76,38,4,99,67,82,28,8,17,0,1,98,94,74,92,14,9,18,90,55,69,43,55,78,59,77,65,68,29,66,7,88,33,97,19,20,66,82,64,40,31,24,17,17,E
38,74,82,61,78,30,62,20,1,62,40,25,84,61,81,79,48,80,61,82,19,71,31,88,53,44,83,40,51,73,75,1,66,95,72,71,60,9,77,51,1,78,81,99,56,22,79,95,24,72,67,81,42,58,23,97,34,53,72,84,94,21,0,8,85,93,45,79,55,44,67,38,90,24,0,10,94,87,3,15,22,86,84,62,53,77,95,68,58,71,53,50,76,21,27,38,10,34,70,76,24,96,19,28,87,81,55,44,90,42,45,77,70,32,26,19,69,5,24,36,56,8,98,52,88,29,56,15,98,78,5,68,21,0,89,47,53,21,9,69,73,74,33,91,13,86,68,86,17,51,32,7,58,64,14,14,37,44,32,49,0,89,68,95,35,74,59,10,63,85,73,42,74,13,67,73,37,56,68,77,92,65,30,6,23,55,7,1,54,87,51,12,77,83,99,76,62,90,83,89,D
98,22,82,15,45,72,58,51,73,1,59,3,50,79,40,33,99,24,28,29,54,15,29,35,64,70,86,24,22,45,4,92,58,43,92,33,11,45,2,60,51,16,82,2,64,33,44,9,7,80,78,27,3,71,34,64,52,77,12,42,87,61,3,63,17,60,61,23,94,92,7,72,31,55,2,71,14,54,22,22,19,63,47,46,74,9,41,91,60,70,79,72,17,30,48,83,1,34,57,9,86,70,21,95,46,70,57,55,37,33,57,3,19,91,21,96,29,28,44,76,90,52,11,31,64,7,51,57,30,95,9,50,87,44,29,69,11,63,2,54,70,18,30,30,50,11,62,67,18,70,43,34,65,27,22,40,98,31,9,26,71,98,29,7,75,82,85,53,31,3,52,89,49,74,67,55,53,35,41,8,18,91,15,1,78,4,59,55,64,88,31,83,50,62,72,46,71,85,68,27,J
87,93,8,48,12,10,85,13,63,8,20,88,12,20,83,73,27,73,48,95,24,77,35,91,93,34,4,68,20,94,20,32,91,31,44,9,59,5,96,21,57,4,71,89,15,26,2,56,56,66,68,96,21,99,48,16,83,97,57,72,29,38,7,33,78,40,91,44,37,6,93,21,84,0,85,95,4,97,28,96,59,57,36,84,96,34,64,31,84,78,13,11,10,68,38,13,8,48,87,74,59,45,55,61,47,19,58,73,13,13,69,94,99,30,90,2,1,85,7,93,94,13,24,88,68,97,85,99,87,66,83,70,82,69,85,43,19,52,96,11,26,13,1,62,72,23,83,19,46,76,67,4,45,42,82,7,79,37,66,68,50,4,44,91,28,66,17,35,7,30,17,88,46,65,61,34,54,33,9,74,76,50,96,46,13,79,38,20,53,2,5,30,9,56,38,63,2,89,87,26,I
55,63,42,33,96,60,82,7,54,1,96,55,9,23,98,61,65,17,8,69,14,51,99,29,69,91,99,89,0,75,61,94,67,76,8,52,38,95,73,84,62,67,45,35,65,75,49,1,54,83,45,36,57,27,14,39,21,13,12,21,42,50,67,86,92,60,49,36,44,38,50,46,66,55,72,61,8,9,8,52,44,65,2,54,83,34,95,40,48,57,21,43,45,6,66,34,43,40,40,19,27,88,80,49,99,74,91,70,25,50,57,24,61,13,78,20,85,89,64,99,51,87,46,84,59,2,90,80,67,20,57,15,41,34,85,60,70,32,9,66,30,69,53,64,96,72,53,41,78,42,29,62,45,54,99,63,0,96,38,92,84,82,84,3,25,41,87,58,52,43,31,69,52,90,55,77,84,11,41,48,29,17,50,12,3,82,58,66,71,70,20,67,52,37,74,7,89,51,53,90,F
40,66,47,92,30,88,38,81,95,70,82,4,92,63,77,91,42,93,85,6,10,28,52,3,90,9,21,14,26,6,77,42,49,55,57,23,88,21,3,42,47,61,60,27,99,35,44,60,46,12,53,16,22,15,42,24,21,74,14,67,15,44,17,42,26,79,2,63,27,66,56,34,96,23,60,3,2,19,68,34,89,19,23,16,1,98,15,94,42,72,70,50,94,37,17,10,43,97,62,86,18,64,80,65,8,7,55,2,50,22,64,95,63,77,76,66,92,90,4,57,73,19,1,17,88,57,35,97,49,86,20,16,16,20,25,91,22,57,9,0,21,77,19,35,81,11,83,45,54,62,69,59,8,32,41,42,27,99,59,33,71,23,6,19,98,26,78,80,18,37,90,80,37,44,2,73,68,4,41,11,38,31,83,21,21,53,65,80,83,60,96,7,11,93,51,29,14,41,80,0,E
89,61,69,95,76,71,8,42,91,76,94,68,71,15,25,62,92,29,86,43,75,41,30,92,56,55,47,72,69,96,75,22,27,28,91,90,46,55,8,64,12,79,44,56,82,17,86,98,68,30,41,72,44,83,19,53,83,87,88,61,54,81,11,38,58,81,36,74,43,95,58,96,45,25,49,79,6,66,38,9,10,28,44,43,48,85,69,52,56,62,49,94,35,57,27,23,61,34,68,40,34,29,86,26,69,81,30,36,41,91,77,92,70,85,67,0,44,8,68,71,29,21,81,24,66,14,98,89,78,58,64,21,67,4,52,38,86,10,10,5,77,72,7,81,31,72,7,55,91,27,92,31,74,52,51,38,45,5,46,38,48,8,20,62,0,43,86,4,49,2,29,91,89,59,96,38,42,38,68,95,73,70,7,94,98,65,79,41,98,46,24,15,4,14,97,40,7,38,67,24,I
71,89,38,52,0,32,53,12,60,30,71,50,73,21,54,38,25,98,85,87,74,72,44,36,21,47,9,27,81,74,41,33,4,37,20,50,18,20,51,24,98,64,99,49,71,84,16,22,18,74,57,84,24,84,94,97,25,91,42,57,64,45,61,55,42,50,24,28,33,63,46,42,53,16,82,72,59,26,99,22,40,13,70,39,34,68,45,39,93,1,45,88,46,2,93,16,59,18,0,77,93,63,61,72,57,72,0,30,56,43,71,46,43,28,74,11,27,40,41,3,9,17,59,88,44,15,18,77,6,85,86,68,55,90,37,16,9,67,75,12,6,70,54,72,43,77,49,1,6,16,89,21,94,59,16,23,18,41,76,59,52,41,55,93,9,37,15,78,10,81,51,89,63,23,86,7,42,66,98,35,22,18,29,52,75,0,15,91,4,78,75,32,76,1,65,34,77,84,96,18,H
60,19,23,2,93,83,61,5,59,57,60,59,69,38,82,67,52,3,89,16,20,64,50,7,74,12,95,78,9,66,8,68,37,52,30,71,67,60,31,61,62,68,59,21,21,88,94,8,13,69,45,65,8,61,94,45,42,56,64,29,22,30,14,70,93,2,88,74,62,27,19,23,77,35,67,94,55,46,88,52,31,80,69,29,60,59,36,9,85,77,4,23,12,96,24,4,2,88,3,96,51,77,15,83,59,49,5,33,14,31,87,89,41,49,88,60,47,28,68,14,55,35,39,45,67,84,66,43,41,35,9,75,1,62,82,62,27,63,70,5,63,72,96,46,8,52,29,40,62,10,27,67,37,5,17,30,8,92,61,6,37,14,58,4,53,59,91,19,33,43,1,72,65,16,34,69,7,58,20,52,40,87,88,77,80,76,18,49,47,28,50,52,33,49,13,72,30,97,4,42,G
2,57,37,4,2,14,92,84,55,90,64,80,96,51,55,8,23,28,48,81,26,94,59,4,20,6,89,38,75,10,3,61,15,97,47,7,32,38,50,42,49,9,93,74,38,57,13,86,78,72,6,28,82,45,95,16,46,53,62,13,42,55,26,86,10,35,27,5,80,94,32,28,69,7,4,53,79,30,6,62,91,93,44,2,90,58,99,89,4,49,91,43,69,66,37,48,2,33,77,37,58,67,30,86,55,33,85,70,43,47,81,47,16,4,7,36,31,72,22,7,39,49,81,90,82,36,47,31,67,94,92,37,88,48,77,30,24,64,71,62,17,34,15,15,68,88,90,9,92,16,53,15,15,49,16,15,47,97,33,20,1,49,22,14,62,98,53,58,94,1,61,26,6,10,71,79,4,14,52,84,63,2,16,87,29,95,38,81,95,48,11,48,97,31,59,48,10,72,97,66,A
