25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,A
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
25,30,100,40,45,65,31,0,40,25,40,31,30,45,0,100,65,40,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,A
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,B
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
75,40,45,70,15,100,70,60,0,75,70,70,40,15,60,45,100,0,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,A
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,B
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
10,100,0,5,60,70,80,30,10,10,5,80,100,60,30,0,70,10,C
70,90,38,100,0,40,88,48,43,70,100,88,90,0,48,38,40,43,A
